============================================
,source,target
179,1364325620289859595,701981579074097152
180,1364325620289859595,784107051710644224
181,1364325620289859595,1375296216179867648
182,1364325620289859595,625089889
183,1364325620289859595,68078283
184,1364325620289859595,450350769
185,1364325620289859595,47512058
186,1364325620289859595,912954150
187,1364325620289859595,41549894
188,1364325620289859595,824231986541842432
189,1364325620289859595,1283920476058923008
190,1364325620289859595,2366026817
191,1364325620289859595,530816675
192,1364325620289859595,30405398
193,1364325620289859595,3227308018
194,1364325620289859595,949338746670985217
195,1364325620289859595,1305452727380725761
196,1364325620289859595,1061755408996556805
197,1364325620289859595,849699351202996224
198,1364325620289859595,975453249632337920
199,1364325620289859595,20413405
200,1364325620289859595,1271692630175485954
201,1364325620289859595,1370403306388983812
202,1364325620289859595,2206039807
203,1364325620289859595,23032691
204,1364325620289859595,24536137
205,1364325620289859595,1370648223858229249
206,1364325620289859595,1069947035707674624
207,1364325620289859595,153253861
208,1364325620289859595,1596790212
209,1364325620289859595,1411302163
210,1364325620289859595,1599899491
211,1364325620289859595,28214542
212,1364325620289859595,3333370245
213,1364325620289859595,1374782341089013760
214,1364325620289859595,66574009
215,1364325620289859595,963166469432496128
216,1364325620289859595,914279186143092736
217,1364325620289859595,1235920008368336896
218,1364325620289859595,1319451350737014785
219,1364325620289859595,28615340
220,1364325620289859595,313656160
221,1364325620289859595,1178180200728682496
222,1364325620289859595,1082968472651481088
223,1364325620289859595,77430406
224,1364325620289859595,55589139
225,1364325620289859595,378317259
226,1364325620289859595,990984090110365696
227,1364325620289859595,206963497
228,1364325620289859595,1364735294738604034
229,1364325620289859595,1283626029354037249
230,1364325620289859595,938403386
231,1364325620289859595,1213913110580346880
232,1364325620289859595,102149425
233,1364325620289859595,519338376
234,1364325620289859595,1322065197868097536
235,1364325620289859595,1194816236955340801
236,1364325620289859595,612305045
237,1364325620289859595,902163774685274112
238,1364325620289859595,1100925192900091904
239,1364325620289859595,31422897
240,1364325620289859595,1281288621958598656
241,1364325620289859595,1274595868772052992
242,1364325620289859595,557292000
243,1364325620289859595,911382374
244,1364325620289859595,1270172219256328192
245,1364325620289859595,1216230578262949888
246,1364325620289859595,1146652538
247,1364325620289859595,850909775600791554
248,1364325620289859595,1366839209261228032
249,1364325620289859595,748808514
250,1364325620289859595,775135410930548737
251,1364325620289859595,2306651646
252,1364325620289859595,1374481891802292237
253,1364325620289859595,1354070297792696320
254,1364325620289859595,1319369167867432965
255,1364325620289859595,2480368560
256,1364325620289859595,966249633856057345
257,1364325620289859595,788049131365343232
258,1364325620289859595,40723339
259,1364325620289859595,1324422287651581952
260,1364325620289859595,3003147459
261,1364325620289859595,860935560642408448
262,1364325620289859595,55331537
263,1364325620289859595,1374403004946735117
264,1364325620289859595,2721329439
265,1364325620289859595,29391001
266,1364325620289859595,41472971
267,1364325620289859595,783485958536650752
268,1364325620289859595,1374236635060084739
269,1364325620289859595,2311154011
270,1364325620289859595,179152080
271,1364325620289859595,1377734438
272,1364325620289859595,3327680058
273,1364325620289859595,119481894
274,1364325620289859595,1374204340848627712
275,1364325620289859595,1331430145761153024
276,1364325620289859595,1239697282099970048
277,1364325620289859595,1022994636409896960
278,1364325620289859595,914160522324582402
279,1364325620289859595,1374182085175488512
280,1364325620289859595,1064406936
281,1364325620289859595,166453538
282,1364325620289859595,2379057613
283,1364325620289859595,1374173134576779264
284,1364325620289859595,1374172060004577285
285,1364325620289859595,305309079
286,1364325620289859595,1181944711898120194
287,1364325620289859595,1347588292917809155
288,1364325620289859595,3330390123
289,1364325620289859595,1390785487
290,1364325620289859595,1305977881793884163
291,1364325620289859595,915011616051212289
292,1364325620289859595,306563725
293,1364325620289859595,1127584507
294,1364325620289859595,1127743718579146752
295,1364325620289859595,34037134
296,1364325620289859595,1370820540349353984
297,1364325620289859595,745749693456494592
298,1364325620289859595,1426026708
299,1364325620289859595,1016290592
300,1364325620289859595,1373976109029687302
301,1364325620289859595,29503175
302,1364325620289859595,1290416549753434113
303,1364325620289859595,1007882917
304,1364325620289859595,30495021
305,1364325620289859595,62824713
306,1364325620289859595,1213996448108306432
307,1364325620289859595,1242507464571891712
308,1364325620289859595,1535624682
309,1364325620289859595,39685564
310,1364325620289859595,280237439
311,1364325620289859595,1252617686711967752
312,1364325620289859595,1372601248789241858
313,1364325620289859595,233431593
314,1364325620289859595,2931703081
315,1364325620289859595,1291227339087663104
316,1364325620289859595,3304530374
317,1364325620289859595,1258239404067471365
318,1364325620289859595,24401081
319,1364325620289859595,1371328092430503939
320,1364325620289859595,1162787225622499329
321,1364325620289859595,144728708
322,1364325620289859595,1320024474440388608
323,1364325620289859595,30558221
324,1364325620289859595,1640548536
325,1364325620289859595,613780821
326,1364325620289859595,227504132
327,1364325620289859595,33282672
328,1364325620289859595,1217941756362350592
329,1364325620289859595,984467689283444738
330,1364325620289859595,1360279211576094724
331,1364325620289859595,20649468
332,1364325620289859595,66766190
333,1364325620289859595,1241728154357686273
334,1364325620289859595,1146139928562151429
335,1364325620289859595,1288311745421938688
336,1364325620289859595,1220479342834118657
337,1364325620289859595,1280517441127436290
338,1364325620289859595,403072083
339,1364325620289859595,1301706459412135937
340,1364325620289859595,54869970
341,1364325620289859595,1293029947213262848
342,1364325620289859595,1324099706595774465
343,1364325620289859595,223516634
344,1364325620289859595,554725586
345,1364325620289859595,797497157129539584
346,1364325620289859595,237488098
347,1364325620289859595,1152899243234828289
348,1364325620289859595,1278093255838781445
349,1364325620289859595,463041820
350,1364325620289859595,1001946461683187713
351,1364325620289859595,1270787813999620100
352,1364325620289859595,1305716366
353,1364325620289859595,1373422081526796292
354,1364325620289859595,325808019
355,1364325620289859595,790526663314595845
356,1364325620289859595,696117264739753984
357,1364325620289859595,1343007666013163525
358,1364325620289859595,143430666
359,1364325620289859595,155978508
360,1364325620289859595,47995541
361,1364325620289859595,1370007234286125057
362,1364325620289859595,768176131
363,1364325620289859595,780984387240337408
364,1364325620289859595,23681949
365,1364325620289859595,1106756369712074752
366,1364325620289859595,1279714580852285442
367,1364325620289859595,937061633859481600
368,1364325620289859595,340505379
369,1364325620289859595,1017650036115693568
370,1364325620289859595,2351857901
371,1364325620289859595,893593183703015424
372,1364325620289859595,135737119
373,1364325620289859595,1304800375342608384
374,1364325620289859595,42794799
375,1364325620289859595,1272390308278554626
376,1364325620289859595,169627659
377,1364325620289859595,853998656869076994
378,1364325620289859595,222347107
379,1364325620289859595,1232669273732059136
380,1364325620289859595,739519021
381,1364325620289859595,385974829
382,1364325620289859595,66368616
383,1364325620289859595,1220303808586186752
384,1364325620289859595,2568476962
385,1364325620289859595,37117578
386,1364325620289859595,1042692676817178624
387,1364325620289859595,321023141
388,1364325620289859595,1289563113759608832
389,1364325620289859595,16741108
390,1364325620289859595,523326612
391,1364325620289859595,3671084182
392,1364325620289859595,1209887213657321472
393,1364325620289859595,21610546
394,1364325620289859595,1136289486491594752
395,1364325620289859595,32578369
396,1364325620289859595,3231385678
397,1364325620289859595,17760091
398,1364325620289859595,4048920079
399,1364325620289859595,1536991699
400,1364325620289859595,1096559624
401,1364325620289859595,332892434
402,1364325620289859595,21862380
403,1364325620289859595,492282698
404,1364325620289859595,23916038
405,1364325620289859595,804636759741132801
406,1364325620289859595,764913224680628224
407,1364325620289859595,246447610
408,1364325620289859595,3153064282
409,1364325620289859595,1083518322073915394
410,1364325620289859595,4772337435
411,1364325620289859595,23662247
412,1364325620289859595,33377933
413,1364325620289859595,19492974
414,1364325620289859595,1367280648281595904
415,1364325620289859595,2860523256
416,1364325620289859595,2559934818
417,1364325620289859595,1267175717546020866
418,1364325620289859595,503351342
419,1364325620289859595,975118551223857158
420,1364325620289859595,1333069142669324288
421,1364325620289859595,1364734809701036033
422,1364325620289859595,395614324
423,1364325620289859595,2765683297
424,1364325620289859595,3244076379
425,1364325620289859595,2362247342
426,1364325620289859595,893949921782530048
427,1364325620289859595,2994252389
428,1364325620289859595,1082025899891912704
429,1364325620289859595,1116542688206172161
430,1364325620289859595,722520493392281600
431,1364325620289859595,1356548514172596224
432,1364325620289859595,3731710211
433,1364325620289859595,233328628
434,1364325620289859595,1303138377676529669
435,1364325620289859595,922674723330199552
436,1364325620289859595,117612169
437,1364325620289859595,2357647093
438,1364325620289859595,1036278400804159488
439,1364325620289859595,122636862
440,1364325620289859595,151589821
441,1364325620289859595,392868076
442,1364325620289859595,1372883538857590784
443,1364325620289859595,26148698
444,1364325620289859595,1333938187362775042
445,1364325620289859595,16702024
446,1364325620289859595,1004317548052086784
447,1364325620289859595,1320481700317716480
448,1364325620289859595,28473789
449,1364325620289859595,1262150206990225409
450,1364325620289859595,1219508951684763649
451,1364325620289859595,871204838469771264
452,1364325620289859595,1355373447082336256
453,1364325620289859595,791612314944405504
454,1364325620289859595,29357622
455,1364325620289859595,1296405054984015874
456,1364325620289859595,4859277316
457,1364325620289859595,16339380
458,1364325620289859595,1310670513081991168
459,1364325620289859595,1289720506443345920
460,1364325620289859595,866832762019356673
461,1364325620289859595,309558544
462,1364325620289859595,1092573575557595137
463,1364325620289859595,954606940012781570
464,1364325620289859595,88050691
465,1364325620289859595,993291837766070273
466,1364325620289859595,890101068
467,1364325620289859595,1177648514848952328
468,1364325620289859595,2424535881
469,1364325620289859595,464734373
470,1364325620289859595,411833334
471,1364325620289859595,28184437
472,1364325620289859595,258639133
473,1364325620289859595,82958319
474,1364325620289859595,211283669
475,1364325620289859595,303368876
476,1364325620289859595,1103376719170469889
477,1364325620289859595,1226672864
478,1364325620289859595,1152790426463739904
479,1364325620289859595,756466501
480,1364325620289859595,22909593
481,1364325620289859595,350381255
482,1364325620289859595,2227712413
483,1364325620289859595,25707696
484,1364325620289859595,25161924
485,1364325620289859595,25410229
486,1364325620289859595,155024749
487,1364325620289859595,1111280752610680833
488,1364325620289859595,378333519
489,1364325620289859595,1962770749
490,1364325620289859595,1088291272945750017
491,1364325620289859595,1041240229288468480
492,1364325620289859595,978692722205716480
493,1364325620289859595,1010645248794644480
494,1364325620289859595,1226388820922380288
495,1364325620289859595,1130630492175458305
496,1364325620289859595,1352424672793649152
497,1364325620289859595,27567671
498,1364325620289859595,479144100
499,1364325620289859595,353220850
500,1364325620289859595,2825171437
501,1364325620289859595,4054351275
502,1364325620289859595,497102698
503,1364325620289859595,2292246396
504,1364325620289859595,1279416600479875074
505,1364325620289859595,1004010340844072960
506,1364325620289859595,1115172284
507,1364325620289859595,722894155135881216
508,1364325620289859595,2509114736
509,1364325620289859595,3099865290
510,1364325620289859595,1230091689538310147
511,1364325620289859595,702669849437315072
512,1364325620289859595,1294393782847385601
513,1364325620289859595,2882333263
514,1364325620289859595,2788287338
515,1364325620289859595,701455694
516,1364325620289859595,1371836990073798657
517,1364325620289859595,993669639191322625
518,1364325620289859595,354721823
519,1364325620289859595,803630302459547648
520,1364325620289859595,945074083
521,1364325620289859595,25884348
522,1364325620289859595,1281613301118578694
523,1364325620289859595,543858719
524,1364325620289859595,1038221485289168896
525,1364325620289859595,180607112
526,1364325620289859595,733473762171969536
527,1364325620289859595,838121191856607232
528,1364325620289859595,245198903
529,1364325620289859595,15409201
530,1364325620289859595,742351104
531,1364325620289859595,197274651
532,1364325620289859595,147083053
533,1364325620289859595,547135809
534,1364325620289859595,78127502
535,1364325620289859595,819175529752317954
536,1364325620289859595,1081240948837965824
537,1364325620289859595,56235471
538,1364325620289859595,792432264
539,1364325620289859595,1291913561376251909
540,1364325620289859595,1364906516105617411
541,1364325620289859595,766605296
542,1364325620289859595,35606547
543,1364325620289859595,1289801049604108289
544,1364325620289859595,1320139537646014464
545,1364325620289859595,30802274
546,1364325620289859595,1358951668092702721
547,1364325620289859595,556091100
548,1364325620289859595,1371994920031023106
549,1364325620289859595,149282503
550,1364325620289859595,982085022722199552
551,1364325620289859595,28792831
552,1364325620289859595,838297992
553,1364325620289859595,18228253
554,1364325620289859595,1371944314742398981
555,1364325620289859595,631458617
556,1364325620289859595,729104426762383360
557,1364325620289859595,1366663338415984640
558,1364325620289859595,1708628226
559,1364325620289859595,58545091
560,1364325620289859595,161482345
561,1364325620289859595,905907413894791168
562,1364325620289859595,47761722
563,1364325620289859595,374066414
564,1364325620289859595,627814293
565,1364325620289859595,1074697714837815296
566,1364325620289859595,76436934
567,1364325620289859595,1339407164557934592
568,1364325620289859595,2294386322
569,1364325620289859595,295947492
570,1364325620289859595,268087348
571,1364325620289859595,1332159019486642177
572,1364325620289859595,25627534
573,1364325620289859595,131203482
574,1364325620289859595,85464617
575,1364325620289859595,1313171839473135616
576,1364325620289859595,2574777975
577,1364325620289859595,716032286966288384
578,1364325620289859595,302667854
579,1364325620289859595,386932700
580,1364325620289859595,1300862150806851586
581,1364325620289859595,139985142
582,1364325620289859595,1153824565107286016
583,1364325620289859595,1211190706250731520
584,1364325620289859595,787481406129577984
585,1364325620289859595,732429370577444866
586,1364325620289859595,924724919451054080
587,1364325620289859595,1267926693253197830
588,1364325620289859595,18859669
589,1364325620289859595,1191181698467160064
590,1364325620289859595,1224899792540749825
591,1364325620289859595,1351598098007560193
592,1364325620289859595,32981571
593,1364325620289859595,23403008
594,1364325620289859595,192396424
595,1364325620289859595,19574249
596,1364325620289859595,1239705584586416134
597,1364325620289859595,1371664121284849664
598,1364325620289859595,435366675
599,1364325620289859595,438788710
600,1364325620289859595,2810150570
601,1364325620289859595,722829309556076548
602,1364325620289859595,496470793
603,1364325620289859595,1104511738152652800
604,1364325620289859595,29079510
605,1364325620289859595,1677165025
606,1364325620289859595,1319366496926208002
607,1364325620289859595,840697793618550787
608,1364325620289859595,466154592
609,1364325620289859595,515910301
610,1364325620289859595,1371634931923816452
611,1364325620289859595,545825662
612,1364325620289859595,1894006058
613,1364325620289859595,1244805542528212992
614,1364325620289859595,1273842372577619968
615,1364325620289859595,954523244
616,1364325620289859595,125058038
617,1364325620289859595,2479835052
618,1364325620289859595,366944436
619,1364325620289859595,14229254
620,1364325620289859595,62147214
621,1364325620289859595,454392916
622,1364325620289859595,122563459
623,1364325620289859595,1159654070023593984
624,1364325620289859595,1714257284
625,1364325620289859595,3797903177
626,1364325620289859595,2951812001
627,1364325620289859595,87040509
628,1364325620289859595,35103557
629,1364325620289859595,739747081
630,1364325620289859595,531908024
631,1364325620289859595,1066815586766864384
632,1364325620289859595,829389793289261056
633,1364325620289859595,2764128487
634,1364325620289859595,2955477549
635,1364325620289859595,146616756
636,1364325620289859595,1096591098
637,1364325620289859595,1300811206148661250
638,1364325620289859595,1237425441180393473
639,1364325620289859595,154263733
640,1364325620289859595,3314600784
641,1364325620289859595,99792273
642,1364325620289859595,1315301486
643,1364325620289859595,26586573
644,1364325620289859595,1134568418714226690
645,1364325620289859595,1448583847
646,1364325620289859595,15948494
647,1364325620289859595,3303330147
648,1364325620289859595,30234273
649,1364325620289859595,28689378
650,1364325620289859595,1857799268
651,1364325620289859595,1609632703
652,1364325620289859595,1145832457
653,1364325620289859595,24456055
654,1364325620289859595,1089013855542403073
655,1364325620289859595,2293687286
656,1364325620289859595,1028708876982603776
657,1364325620289859595,910614479657988103
658,1364325620289859595,2384051162
659,1364325620289859595,1232533934572851200
660,1364325620289859595,1334601664402247681
661,1364325620289859595,1609353788
662,1364325620289859595,21232481
663,1364325620289859595,1369824817915002880
664,1364325620289859595,2614336028
665,1364325620289859595,31142087
666,1364325620289859595,733869500
667,1364325620289859595,177056758
668,1364325620289859595,26844822
669,1364325620289859595,1270885099853303816
670,1364325620289859595,340713402
671,1364325620289859595,1149282048
672,1364325620289859595,337705627
673,1364325620289859595,73223410
674,1364325620289859595,3251128586
675,1364325620289859595,493685467
676,1364325620289859595,2341804337
677,1364325620289859595,1104383359294337024
678,1364325620289859595,240424120
679,1364325620289859595,71931642
680,1364325620289859595,464470561
681,1364325620289859595,1257723225993183232
682,1364325620289859595,1367695472601731073
683,1364325620289859595,27449828
684,1364325620289859595,1229516257445068800
685,1364325620289859595,42942018
686,1364325620289859595,3687700333
687,1364325620289859595,792756457
688,1364325620289859595,56219681
689,1364325620289859595,349922633
690,1364325620289859595,27529804
691,1364325620289859595,340160599
692,1364325620289859595,1256903695117299712
693,1364325620289859595,1834665450
694,1364325620289859595,2545932820
695,1364325620289859595,1310391777740890112
696,1364325620289859595,1319422276832546817
697,1364325620289859595,249387618
698,1364325620289859595,752537907911536640
699,1364325620289859595,3369717677
700,1364325620289859595,132741389
701,1364325620289859595,234206434
702,1364325620289859595,315934293
703,1364325620289859595,3128366444
704,1364325620289859595,969329635594063873
705,1364325620289859595,1338282648
706,1364325620289859595,21692096
707,1364325620289859595,1100514089066004481
708,1364325620289859595,1317564621536989187
709,1364325620289859595,1283240948315586561
710,1364325620289859595,480365945
711,1364325620289859595,1312449059131658245
712,1364325620289859595,1288130746935320576
713,1364325620289859595,222587433
714,1364325620289859595,1300927238439948293
715,1364325620289859595,29313588
716,1364325620289859595,999396640455909377
717,1364325620289859595,1081062553537540097
718,1364325620289859595,2731262519
719,1364325620289859595,1141474360701665280
720,1364325620289859595,855440272725028865
721,1364325620289859595,51106564
722,1364325620289859595,32294659
723,1364325620289859595,1093170593250332673
724,1364325620289859595,862738821384941568
725,1364325620289859595,1090076929
726,1364325620289859595,860487038
727,1364325620289859595,1287737664511279104
728,1364325620289859595,1134603979726286848
729,1364325620289859595,1338023848264888320
730,1364325620289859595,1146192887173931008
731,1364325620289859595,2422349413
732,1364325620289859595,1052724814777995265
733,1364325620289859595,46982173
734,1364325620289859595,290726893
735,1364325620289859595,1429830452
736,1364325620289859595,206701170
737,1364325620289859595,525252058
738,1364325620289859595,3730061253
739,1364325620289859595,30123265
740,1364325620289859595,1368981472997171201
741,1364325620289859595,912710461094715393
742,1364325620289859595,1038009260796534784
743,1364325620289859595,1248014326524530688
744,1364325620289859595,4069499849
745,1364325620289859595,1370997754126766084
746,1364325620289859595,1034644745128161281
747,1364325620289859595,819008335965884416
748,1364325620289859595,229269837
749,1364325620289859595,980271063270658048
750,1364325620289859595,879825590605324288
751,1364325620289859595,1370553136188780546
752,1364325620289859595,746820154923835392
753,1364325620289859595,292532109
754,1364325620289859595,944874134
755,1364325620289859595,1147200590587604992
756,1364325620289859595,1957833018
757,1364325620289859595,1140834355167846404
758,1364325620289859595,23231981
759,1364325620289859595,405671082
760,1364325620289859595,3042287946
761,1364325620289859595,593286444
762,1364325620289859595,910992019899764736
763,1364325620289859595,905910039407460356
764,1364325620289859595,1353362002698092544
765,1364325620289859595,1252659449694523392
766,1364325620289859595,386326919
767,1364325620289859595,1051517412259041280
768,1364325620289859595,1177325732554579968
769,1364325620289859595,773725275536367616
770,1364325620289859595,1273114514234445831
771,1364325620289859595,1226843592
772,1364325620289859595,855254664
773,1364325620289859595,76676530
774,1364325620289859595,1068531579134361601
775,1364325620289859595,66170428
776,1364325620289859595,1244450012253360128
777,1364325620289859595,1066159848306458625
778,1364325620289859595,948550680108773376
779,1364325620289859595,776795790
780,1364325620289859595,1337590953629130756
781,1364325620289859595,1287283186645385217
782,1364325620289859595,739766550
783,1364325620289859595,58974338
784,1364325620289859595,788933100801695744
785,1364325620289859595,85479911
786,1364325620289859595,110856816
787,1364325620289859595,2382317461
788,1364325620289859595,39121933
789,1364325620289859595,123393444
790,1364325620289859595,181895899
791,1364325620289859595,505139329
792,1364325620289859595,4575670756
793,1364325620289859595,1364852241581051904
794,1364325620289859595,2730696913
795,1364325620289859595,1058240455937159168
796,1364325620289859595,230374958
797,1364325620289859595,983458668824870912
798,1364325620289859595,58645198
799,1364325620289859595,1496987018
800,1364325620289859595,131087924
801,1364325620289859595,1154235726755581953
802,1364325620289859595,1370403872477388802
803,1364325620289859595,918172817795018757
804,1364325620289859595,30958904
805,1364325620289859595,2419285980
806,1364325620289859595,2575228946
807,1364325620289859595,964300811160432641
808,1364325620289859595,1251051672467628032
809,1364325620289859595,1100106586104700929
810,1364325620289859595,4767455481
811,1364325620289859595,187297581
812,1364325620289859595,392263662
813,1364325620289859595,892086343
814,1364325620289859595,291567680
815,1364325620289859595,1297701569677459457
816,1364325620289859595,2621607550
817,1364325620289859595,1068253967648354304
818,1364325620289859595,628817325
819,1364325620289859595,30888277
820,1364325620289859595,29963869
821,1364325620289859595,1023991968857292802
822,1364325620289859595,1629843204
823,1364325620289859595,2396788674
824,1364325620289859595,1249068175188283393
825,1364325620289859595,52819678
826,1364325620289859595,249809097
827,1364325620289859595,1246617830579191808
828,1364325620289859595,1141436534572195840
829,1364325620289859595,250747159
830,1364325620289859595,963528377054441472
831,1364325620289859595,479190231
832,1364325620289859595,397758708
833,1364325620289859595,178082216
834,1364325620289859595,23654321
835,1364325620289859595,383366162
836,1364325620289859595,126367179
837,1364325620289859595,370384476
838,1364325620289859595,1330343634072444928
839,1364325620289859595,344234335
840,1364325620289859595,28052852
841,1364325620289859595,49720917
842,1364325620289859595,3339397157
843,1364325620289859595,4013816776
844,1364325620289859595,2271271897
845,1364325620289859595,274237738
846,1364325620289859595,263742942
847,1364325620289859595,1263520380
848,1364325620289859595,1363313674358816772
849,1364325620289859595,128307059
850,1364325620289859595,71696074
851,1364325620289859595,1298844068252876800
852,1364325620289859595,789232899383975937
853,1364325620289859595,2843686379
854,1364325620289859595,1292519080977735680
855,1364325620289859595,283183261
856,1364325620289859595,1473610940
857,1364325620289859595,938269388
858,1364325620289859595,31181212
859,1364325620289859595,3313310412
860,1364325620289859595,1370170655392600066
861,1364325620289859595,1909651482
862,1364325620289859595,4638401746
863,1364325620289859595,1100511817338634240
864,1364325620289859595,784081619086774272
865,1364325620289859595,1287889070954360834
866,1364325620289859595,794485217406828545
867,1364325620289859595,928266872914694145
868,1364325620289859595,1342469421756010496
869,1364325620289859595,574813992
870,1364325620289859595,1859181841
871,1364325620289859595,794030907070050304
872,1364325620289859595,64517242
873,1364325620289859595,1266115731831341056
874,1364325620289859595,67447525
875,1364325620289859595,1332015871645143049
876,1364325620289859595,1315616934982037504
877,1364325620289859595,849012391853555712
878,1364325620289859595,975158639018229760
879,1364325620289859595,34663762
880,1364325620289859595,738446684837969924
881,1364325620289859595,1289751854465851392
882,1364325620289859595,16136020
883,1364325620289859595,984552273777803264
884,1364325620289859595,1585714267
885,1364325620289859595,1023379908687327232
886,1364325620289859595,62687174
887,1364325620289859595,842806704
